Name,Location,Latitude,Longitude
 Jacksonville,"9601 St Augustine Rd , Jacksonville , FL , (904) 262 9786",-81.61729,30.20307
 Jacksonville,"5922 Merrill Rd , Jacksonville , FL , (904) 744 4711",-81.59771,30.35158
 Jacksonville,"4265 Southside Blvd , Jacksonville , FL , (904) 620 8800",-81.55845,30.26862
 Jacksonville,"10142 Philips Hwy , Jacksonville , FL , (904) 268 7017",-81.55631,30.18262
 Jacksonville,"9090 Merrill Rd , Jacksonville , FL , (904) 743 2432",-81.54989,30.35235
 Jacksonville,"250 Monument Rd , Jacksonville , FL , (904) 724 5166",-81.54706,30.32528
 Jacksonville,"141 Gateway Cir , Jacksonville , FL , (904) 824 5676",-81.50621,30.06316
 Jacksonville,"13404 Sutton Park Dr S , Jacksonville , FL , (904) 821 9455",-81.46365,30.25763
 Jacksonville,"13180 Atlantic Blvd , Jacksonville , FL , (904) 221 4601",-81.46062,30.31991
 Jacksonville,"407 S Marine Blvd , Jacksonville , NC , (910) 455 5512",-77.44647,34.75183
 Jacksonville,"1525 N Marine Blvd , Jacksonville , NC , (910) 455 4357",-77.4065,34.76739
 Jacksonville,"95 Western Blvd , Jacksonville , NC , (910) 353 4500",-77.3793,34.74456
 Jacksonville Beach,"14355 Beach Blvd , Jacksonville Beach , FL , (904) 992 9001",-81.43806,30.28811
 Jacksonville Beach,"265 5th Ave N , Jacksonville Beach , FL , (904) 249 3144",-81.39243,30.29393
 Jamaica,"8150 Utopia Pkwy , Jamaica , NY , (718) 990 1536",-73.8084,40.70192
 Jamaica,"162 98 Hillside Ave , Jamaica , NY , (718) 658 9339",-73.79933,40.70868
 Jamaica,"15929 Jamaica Ave , Jamaica , NY , (718) 658 9068",-73.79348,40.71473
 Jamaica,"99 Rockaway Blvd , Jamaica , NY , (718) 527 5044",-73.77427,40.66019
 Jamestown,"2314 Highway 281 S , Jamestown , ND , (701) 251 1217",-98.71702,46.88411
 Janesville,"2001 Center Ave , Janesville , WI , (608) 754 5015",-89.03094,42.64944
 Janesville,"400 E Centerway St , Janesville , WI , (608) 758 3337",-89.02267,42.68749
 Janesville,"2624 Milton Ave , Janesville , WI , (608) 754 6520",-89.00005,42.71428
 Jasper,"350 E Gibson St , Jasper , TX , (409) 384 7895",-93.99428,30.91181
 Jasper,"708 Highway 78 E , Jasper , AL , (205) 384 3821",-87.26764,33.84834
 Jasper,"3711 N Newton St , Jasper , IN , (812) 634 9669",-86.93806,38.4239
 Jasper,"34 Sammy Mcghee Blvd , Jasper , GA , (706) 692 4259",-84.41826,34.45863
 Jean,"1 E Main St , Jean , NV , (702) 874 1519",-115.43143,35.83344
 Jefferson,"5388 Highway 129 N , Jefferson , GA , (706) 693 8620",-83.52587,34.0621
 Jefferson City,"2207 Missouri Blvd , Jefferson City , MO , (573) 636 4422",-92.20813,38.58125
 Jefferson City,"152 E Broadway Blvd , Jefferson City , TN , (865) 475 6734",-83.48927,36.11623
 Jeffersonville,"1434 E 10th St , Jeffersonville , IN , (812) 282 7951",-85.72919,38.28829
 Jeffersonville,"11584 Allen Rd , Jeffersonville , OH , (740) 948 9645",-83.60582,39.61733
 Jenison,"1814 Baldwin St , Jenison , MI , (616) 457 1141",-85.82745,42.90702
 Jennings,"407 Interstate Dr , Jennings , LA , (337) 824 1456",-92.65939,30.24608
 Jericho,"52 Jericho Tpke , Jericho , NY , (516) 334 7203",-73.56567,40.77759
 Jericho,"334 N Broadway , Jericho , NY , (516) 822 6486",-73.53169,40.78062
 Jerome,"2785 S Lincoln Ave , Jerome , ID , (208) 324 6260",-114.51865,42.69634
 Jersey City,"739 Rt 440 , Jersey City , NJ , (201) 333 9606",-74.0924,40.72186
 Jersey City,"390 Martin Luther King Jr Dr , Jersey City , NJ , (201) 451 9202",-74.07795,40.71168
 Jersey City,"748 Bergen Ave , Jersey City , NJ , (201) 332 9000",-74.06821,40.72504
 Jersey City,"499 Summit Ave , Jersey City , NJ , (201) 659 9681",-74.06047,40.73148
 Jersey City,"330 Central Ave , Jersey City , NJ , (201) 653 9848",-74.04903,40.74619
 Jersey City,"121 Newark Ave , Jersey City , NJ , (201) 434 4771",-74.04324,40.71999
 Jersey City,"185 12th St , Jersey City , NJ , (201) 656 2354",-74.0409,40.72997
 Jersey City,"30 Mall Dr W , Jersey City , NJ , (201) 626 8910",-74.03869,40.7263
 Jerseyville,"1304 S State St , Jerseyville , IL , (618) 498 7169",-90.31604,39.10549
 Jessup,"8775 Washington Blvd , Jessup , MD , (410) 724 2004",-76.80831,39.14589
 Jessup,"7940 Washington Blvd , Jessup , MD , (410) 799 3489",-76.78706,39.17046
 Jesup,"998 Sunset Blvd , Jesup , GA , (912) 427 7870",-81.90714,31.60496
 Johnson City,"353 Suncrest Dr , Johnson City , TN , (423) 477 2411",-82.47492,36.4098
 Johnson City,"4707 N Roan St , Johnson City , TN , (423) 282 1290",-82.411,36.39003
 Johnson City,"2108 W Mountcastle Dr , Johnson City , TN , (423) 282 2453",-82.37599,36.3409
 Johnson City,"918 W Market St , Johnson City , TN , (423) 928 1046",-82.3749,36.31497
 Johnson City,"1910 S Roan St , Johnson City , TN , (423) 929 3222",-82.34149,36.30687
 Johnston,"8550 Birchwood Ct , Johnston , IA , (515) 334 7259",-93.73581,41.65553
 Johnston,"1375 Hartford Ave , Johnston , RI , (401) 831 7125",-71.49776,41.82383
 Johnston,"1 Putnam Pike , Johnston , RI , (401) 231 3969",-71.48745,41.85924
 Johnstown,"1914 Minno Dr , Johnstown , PA , (814) 254 1563",-78.95564,40.32405
 Johnstown,"339 Main St , Johnstown , PA , (814) 539 1618",-78.92094,40.32662
 Johnstown,"1508 Scalp Ave , Johnstown , PA , (814) 266 7014",-78.85707,40.26923
 Johnstown,"440 Galleria Dr , Johnstown , PA , (814) 262 7551",-78.83684,40.29581
 Joliet,"3625 Rock Creek Blvd , Joliet , IL , (815) 730 6090",-88.16912,41.49551
 Joliet,"3130 Plainfield Rd , Joliet , IL , (815) 254 2347",-88.16138,41.57912
 Joliet,"2505 W Jefferson St , Joliet , IL , (815) 725 2026",-88.14349,41.52225
 Joliet,"1598 N Larkin Ave , Joliet , IL , (815) 741 3110",-88.12585,41.55165
 Joliet,"108 N Larkin Ave , Joliet , IL , (815) 725 7928",-88.1245,41.52482
 Joliet,"106 E Jefferson St , Joliet , IL , (815) 744 5298",-88.07822,41.5249
 Joliet,"400 E Cass St , Joliet , IL , (815) 727 4059",-88.07241,41.52773
 Jonesboro,"1423 S Caraway Rd , Jonesboro , AR , (870) 932 6710",-90.67787,35.82806
 Jonesboro,"2904 Harrisburg Rd , Jonesboro , AR , (870) 972 2020",-90.66457,35.73803
 Jonesboro,"6457 Tara Blvd , Jonesboro , GA , (770) 478 3182",-84.37394,33.57826
 Jonesboro,"875 Smith St , Jonesboro , GA , (770) 471 8050",-84.3631,33.52232
 Jonesboro,"2355 Mount Zion Rd , Jonesboro , GA , (770) 471 5732",-84.31647,33.56007
 Jonesborough,"100 E Jackson Blvd , Jonesborough , TN , (423) 753 4990",-82.47482,36.29705
 Jordan,"255 Triangle Ln N , Jordan , MN , (952) 492 2237",-93.63725,44.67092
 Junction City,"1802 N Washington St , Junction City , KS , (785) 238 4520",-96.82948,39.04156
 Junction City,"821 E Chestnut St , Junction City , KS , (785) 762 6996",-96.81694,39.02151
 Jupiter,"454 W Indiantown Rd , Jupiter , FL , (561) 744 3504",-80.10077,26.93384
 Kahului,"6 N Puunene Ave , Kahului , HI , (808) 877 5449",-156.46736,20.89153
 Kahului,"270 Dairy Rd , Kahului , HI , (808) 871 6859",-156.45508,20.88123
 Kailua,"25 Kaneohe Bay Dr , Kailua , HI , (808) 254 2739",-157.74892,21.42283
 Kailua Kona,"75 5645 Palani Rd , Kailua Kona , HI , (808) 326 2050",-155.99615,19.64191
 Kailua Kona,"75 5597 Palani Rd ,  ,  , (808) 326 2050",-155.99507,19.6433
 Kalamazoo,"5341 S 9th St , Kalamazoo , MI , (616) 372 4255",-85.67731,42.24007
 Kalamazoo,"5431 W Main St , Kalamazoo , MI , (616) 343 7510",-85.65628,42.29599
 Kalamazoo,"4200 Stadium Dr , Kalamazoo , MI , (616) 375 7468",-85.64071,42.27086
 Kalamazoo,"760 W Michigan Ave , Kalamazoo , MI , (616) 349 6552",-85.59427,42.29111
 Kalamazoo,"3015 S Westnedge Ave , Kalamazoo , MI , (616) 343 2066",-85.58949,42.26128
 Kalispell,"1363 Us 2 E , Kalispell , MT , (406) 257 3945",-114.27933,48.2136
 Kaneohe,"45 630 Kamehameha Hwy , Kaneohe , HI , (808) 233 4646",-157.8,21.40202
 Kankakee,"439 S Schuyler Ave , Kankakee , IL , (815) 933 2861",-87.86493,41.11596
 Kannapolis,"800 N Cannon Blvd , Kannapolis , NC , (704) 932 2414",-80.60895,35.50541
 Kansas City,"3901 Kansas Ave , Kansas City , KS , (913) 321 2320",-94.67445,39.08928
 Kansas City,"3610 State Ave , Kansas City , KS , (913) 621 3131",-94.66935,39.11691
 Kansas City,"4004 Rainbow Blvd , Kansas City , KS , (913) 362 5738",-94.61199,39.05481
 Kansas City,"340 W 72nd St , Kansas City , MO , (816) 333 4435",-94.59322,38.99787
 Kansas City,"3441 Main St , Kansas City , MO , (816) 753 4970",-94.58546,39.06457
 Kansas City,"700 E Red Bridge Rd , Kansas City , MO , (816) 943 2110",-94.58295,38.92596
 Kansas City,"8238 N Oak Tfwy , Kansas City , MO , (816) 436 2485",-94.57613,39.24386
 Kansas City,"1102 E 47th St , Kansas City , MO , (816) 931 1432",-94.57281,39.04176
 Kansas City,"6001 Ne Antioch Rd , Kansas City , MO , (816) 452 3580",-94.54838,39.20318
 Kansas City,"7125 E Front St , Kansas City , MO , (816) 231 7553",-94.49706,39.12986
 Kansas City,"3200 Ameristar Dr , Kansas City , MO , (816) 452 4604",-94.47735,39.15103
 Kansas City,"9945 E Mo 350 , Kansas City , MO , (816) 737 4540",-94.46526,38.98864
 Kansas City,"9650 Ne Barry Rd , Kansas City , MO , (816) 781 6990",-94.46102,39.24498
 Kapaa,"1105 Kuhio Hwy , Kapaa , HI , (808) 822 2083",-159.33882,22.08072
 Kapolei,"91 556 Farrington Hwy , Kapolei , HI , (808) 674 9651",-158.07852,21.33858
 Kasson,"14 E Veterans Memorial Hwy , Kasson , MN , (507) 634 4252",-92.74715,44.0287
 Katy,"603 S Mason Rd , Katy , TX , (281) 579 9628",-95.7515,29.7741
 Kaukauna,"159 Main Ave , Kaukauna , WI , (920) 759 9420",-88.27135,44.27871
 Kearney,"605 W Mo 92 , Kearney , MO , (816) 628 3769",-94.37369,39.36779
 Kearny,"205 Passaic Ave , Kearny , NJ , (201) 991 9790",-74.16051,40.76003
 Keego Harbor,"2140 Orchard Lake Rd , Keego Harbor , MI , (248) 681 3364",-83.32701,42.61291
 Keene,"360 Winchester St , Keene , NH , (603) 355 2271",-72.29012,42.92336
 Kelso,"1021 Allen Dr , Kelso , WA , (360) 577 8689",-122.9025,46.14464
 Kendallville,"1400 Fairview Run , Kendallville , IN , (260) 347 9214",-85.24549,41.44553
 Kennebunk,"Maine Tpke N , Kennebunk , ME , (207) 985 6819",-70.56258,43.40481
 Kenner,"3400 Williams Blvd , Kenner , LA , (504) 443 2477",-90.23923,30.01793
 Kennesaw,"2775 Cobb Pky Nw , Kennesaw , GA , (678) 354 8989",-84.62432,34.02135
 Kennesaw,"1190 Ernest W Barrett Pky Nw , Kennesaw , GA , (770) 422 7287",-84.58585,33.99967
 Kennesaw,"4285 Bells Ferry Rd Nw , Kennesaw , GA , (770) 928 9775",-84.55704,34.05595
 Kennett,"1804 1st St , Kennett , MO , (573) 888 1383",-90.03594,36.2368
 Kennett Square,"848 E Baltimore Pike , Kennett Square , PA , (610) 444 8343",-75.68369,39.86134
 Kenosha,"7620 120th Ave , Kenosha , WI , (262) 857 7211",-87.95338,42.56557
 Kenosha,"6945 75th St , Kenosha , WI , (262) 694 5888",-87.89124,42.56663
 Kenosha,"4222 52nd St , Kenosha , WI , (262) 652 5924",-87.86011,42.58859
 Kenosha,"3007 80th St , Kenosha , WI , (414) 694 5082",-87.84519,42.5587
 Kenosha,"1780 22nd Ave , Kenosha , WI , (262) 597 9907",-87.83607,42.62547
 Kenosha,"3802 11th Ave , Kenosha , WI , (262) 605 9800",-87.82542,42.60233
 Kenova,"900 Oak St , Kenova , WV , (304) 453 6731",-82.56979,38.39858
 Kenova,"806 Oak St , Kenova , WV , (304) 453 6731",-82.56834,38.39809
 Kensington,"11301 Rockville Pike , Kensington , MD , (301) 881 4522",-77.11003,39.04175
 Kensington,"146 New Britain Rd , Kensington , CT , (860) 223 5646",-72.77074,41.64442
 Kent,"23221 Pacific Hwy S , Kent , WA , (206) 878 8608",-122.29508,47.39326
 Kent,"1240 W Meeker St , Kent , WA , (253) 854 2705",-122.2487,47.38121
 Kent,"22442 84th Ave S , Kent , WA , (253) 395 4846",-122.22787,47.40092
 Kent,"25240 104th Ave Se , Kent , WA , (253) 854 3949",-122.20216,47.37553
 Kent,"17440 Se 272nd St , Kent , WA , (253) 630 5030",-122.1089,47.35825
 Kent,"1575 S Water St , Kent , OH , (330) 673 6211",-81.35513,41.13706
 Kent,"605 E Main St , Kent , OH , (330) 673 7020",-81.34966,41.15386
 Kentland,"301 N 7th St , Kentland , IN , (219) 474 5835",-87.43761,40.77008
 Kenton,"1003 E Columbus St , Kenton , OH , (419) 673 8738",-83.59073,40.65222
 Kernersville,"1551 Union Cross Rd , Kernersville , NC , (336) 992 3777",-80.11015,36.07325
 Kettering,"4125 Wilmington Pike , Kettering , OH , (937) 534 9330",-84.12916,39.6862
 Key Largo,"99550 Overseas Hwy , Key Largo , FL , (305) 451 2346",-80.44244,25.09323
 Key West,"505 Front St , Key West , FL , (305) 296 7640",-81.80592,24.56043
 Keyser,"Rt 220 S , Keyser , WV , (304) 788 6702",-78.99104,39.42849
 Keysville,"660 King St , Keysville , VA , (434) 736 8484",-78.47758,37.03789
 Kill Devil Hills,"1513 S Croatan Hwy , Kill Devil Hills , NC , (252) 441 3555",-75.65229,35.99952
 Killeen,"505 E Rancier Ave , Killeen , TX , (254) 526 5790",-97.72326,31.12519
 Kimball,"201 Kimball Blvd , Kimball , NE , (308) 235 2244",-103.66297,41.22561
 King George,"5320 James Madison Pky , King George , VA , (540) 663 5630",-77.0774,38.33912
 King Of Prussia,"160 N Gulph Rd , King Of Prussia , PA , (610) 337 8922",-75.39334,40.08545
 King Of Prussia,"568 W Dekalb Pike , King Of Prussia , PA , (610) 265 3227",-75.37946,40.08945
 Kingman,"3250 E Andy Devine Ave , Kingman , AZ , (928) 757 2123",-114.00857,35.21977
 Kingsland,"1362 Boone Ave , Kingsland , GA , (912) 729 7291",-81.65511,30.78882
 Kingston,"130 S Wyoming Ave , Kingston , PA , (570) 288 9212",-75.8984,41.2609
 Kingston,"137 Main St , Kingston , MA , (781) 585 9431",-70.71601,41.98779
 Kingsville,"911 E King Ave , Kingsville , TX , (361) 595 1221",-97.85731,27.51558
 Kingwood,"2515 Green Oak Dr , Kingwood , TX , (281) 358 7060",-95.2333,30.05051
 Kingwood,"2915 Lake Houston Pky , Kingwood , TX , (281) 360 8202",-95.18412,30.04876
 Kinston,"2015 W Vernon Ave , Kinston , NC , (252) 523 1995",-77.60843,35.27056
 Kinston,"2402 N Herritage St , Kinston , NC , (252) 939 1465",-77.58964,35.28504
 Kinston,"601 E New Bern Rd , Kinston , NC , (252) 523 6490",-77.57608,35.23926
 Kirkland,"12425 116th Ave Ne , Kirkland , WA , (425) 821 7822",-122.18671,47.71173
 Kirksville,"2211 N Baltimore St , Kirksville , MO , (660) 627 7774",-92.5827,40.2155
 Kissimmee,"7757 W Irlo Bronson Memorial Hwy , Kissimmee , FL , (407) 239 4363",-81.59578,28.33945
 Kissimmee,"5760 W Irlo Bronson Memorial Hwy , Kissimmee , FL , (407) 396 1626",-81.51591,28.33238
 Kissimmee,"2945 Vineland Rd , Kissimmee , FL , (407) 396 2974",-81.47939,28.33489
 Kissimmee,"4445 W Vine St , Kissimmee , FL , (407) 787 4413",-81.45944,28.30413
 Kissimmee,"910 Cypress Pky , Kissimmee , FL , (407) 933 8888",-81.44767,28.14695
 Kittery,"336 Us 1 , Kittery , ME , (207) 439 5516",-70.73019,43.11455
 Knightstown,"9229 W County Road 650 S , Knightstown , IN , (765) 785 2700",-85.5606,39.83737
 Knox,"806 S Heaton St , Knox , IN , (574) 772 7030",-86.62054,41.2899
 Knoxville,"401 N Cedar Bluff Rd , Knoxville , TN , (865) 691 9016",-84.09335,35.92262
 Knoxville,"8412 Kingston Pike , Knoxville , TN , (865) 694 4677",-84.05991,35.92268
 Knoxville,"7051 Kingston Pike , Knoxville , TN , (615) 584 9611",-84.02439,35.93167
 Knoxville,"5310 Middlebrook Pike , Knoxville , TN , (865) 558 1900",-84.00255,35.95732
 Knoxville,"319 Merchants Dr Nw , Knoxville , TN , (865) 688 4591",-83.97485,36.00913
 Knoxville,"2806 N Broadway St , Knoxville , TN , (865) 525 4327",-83.92409,35.99744
 Knoxville,"2800 Chapman Hwy Sw , Knoxville , TN , (865) 579 3452",-83.91302,35.94831
 Knoxville,"5316 Millertown Pike , Knoxville , TN , (865) 521 6911",-83.86942,36.03355
 Knoxville,"7216 Chapman Hwy Se , Knoxville , TN , (865) 573 4101",-83.85051,35.90972
 Knoxville,"7206 Region Ln , Knoxville , TN , (423) 524 9500",-83.7768,36.0002
 Kokomo,"2824 S Washington St , Kokomo , IN , (765) 453 4532",-86.12967,40.45477
 Kokomo,"300 Espanol Dr , Kokomo , IN , (765) 453 4532",-86.12865,40.45368
 Kokomo,"402 Arrow St , Kokomo , IN , (765) 864 9017",-86.12493,40.43179
 Kokomo,"1621 E Markland Ave , Kokomo , IN , (765) 452 4227",-86.11175,40.47652
 Kouts,"104 S Main St , Kouts , IN , (219) 766 2793",-87.02596,41.31817
 Kutztown,"15482 Kutztown Rd , Kutztown , PA , (610) 683 3799",-75.73669,40.53575
 Kyle,"199 N Old Hwy 35 , Kyle , TX , (512) 295 5004",-97.87296,29.98903
 Kyle,"18600 Ih 35 , Kyle  ,TX  , (512) 295 5004",-97.83765,30.05083
 La Belle,"61 N Hall St , La Belle , FL , (863) 675 4501",-81.43976,26.76282
 La Belle,"31 S Lee St , La Belle , FL , (863) 675 2066",-81.43595,26.76109
 La Crescenta,"3517 Foothill Blvd , La Crescenta , CA , (818) 249 8869",-118.25585,34.23418
 La Grange,"170 Countryside Plz , La Grange , IL , (708) 352 8899",-87.86877,41.78209
 La Grange,"803 S Highway 53 , La Grange , KY , (502) 222 4800",-85.37202,38.39844
 La Habra,"2101 W Whittier Blvd , La Habra , CA , (562) 691 8712",-117.96989,33.93997
 La Habra,"1236 W Imperial Hwy   , La Habra  , CA , (562) 690 4078",-117.96019,33.91716
 La Mirada,"12730 La Mirada Blvd , La Mirada , CA , (562) 943 2613",-118.01163,33.91584
 La Palma,"5545 Orangethorpe Ave , La Palma , CA , (714) 739 8456",-118.0368,33.85896
 La Plata,"6720 Crain Hwy , La Plata , MD , (301) 934 3204",-76.98222,38.52755
 La Porte,"1102 Highway 146 S , La Porte , TX , (281) 471 8326",-95.03066,29.65152
 La Porte,"1012 W State Road 2 , La Porte , IN , (219) 325 8120",-86.73176,41.60073
 La Porte,"1434 E Lincolnway , La Porte , IN , (219) 325 9000",-86.69209,41.62421
 La Puente,"14600 Valley Blvd , La Puente , CA , (626) 369 7194",-117.97434,34.03445
 La Puente,"1601 N Hacienda Blvd , La Puente , CA , (626) 917 6080",-117.9463,34.0486
 La Vista,"7102 S 84th St , La Vista , NE , (402) 331 2091",-96.04289,41.19075
 Lacey,"4830 Yelm Hwy Se , Lacey , WA , (360) 493 1990",-122.82203,46.99631
 Lacey,"1609 Marvin Rd Ne , Lacey , WA , (360) 456 6552",-122.76502,47.06144
 Laconia,"1200 Union Ave , Laconia , NH , (603) 528 2553",-71.45455,43.55828
 Ladera Ranch,"27702 Crown Valley Pky , Ladera Ranch , CA , (949) 347 1200",-117.64451,33.56474
 Ladson,"9654 Highway 78 , Ladson , SC , (843) 572 1596",-80.10137,32.99026
 Lady Lake,"1007 Bichara Blvd , Lady Lake , FL , (352) 259 4428",-81.9442,28.9384
 Lafayette,"599 Crossing Dr , Lafayette , CO , (303) 666 7974",-105.10138,40.00375
 Lafayette,"3902 Johnston St , Lafayette , LA , (337) 984 7062",-92.05581,30.19882
 Lafayette,"3801 Moss St , Lafayette , LA , (337) 235 7544",-92.00824,30.27349
 Lafayette,"2999 Se Evangeline Thwy , Lafayette , LA , (337) 837 2966",-91.97989,30.17122
 Lafayette,"2 W 240 S , Lafayette , IN , (765) 474 5400",-86.90478,40.38281
 Lafayette,"2680 Old Us 231 , Lafayette , IN , (765) 477 7401",-86.90421,40.39043
 Lafayette,"2175 Greenbush St , Lafayette , IN , (765) 447 4515",-86.87189,40.43198
 Lafayette,"2338 Teal Rd , Lafayette , IN , (765) 474 1704",-86.86999,40.39559
 Lafayette,"2601 Greenbush St , Lafayette , IN , (765) 447 4515",-86.86771,40.43199
 Lafayette,"408 Sagamore Pky N , Lafayette , IN , (765) 447 6227",-86.85844,40.42125
 Lafayette,"2415 Sagamore Pky S , Lafayette , IN , (765) 447 2607",-86.85379,40.39247
 Lafayette,"4092 State Road 26 E , Lafayette , IN , (765) 447 3652",-86.82938,40.4179
 Lagrange,"1703 Roanoke Rd , Lagrange , GA , (706) 883 6221",-85.06644,33.03121
 Lagrange,"801 New Franklin Rd , Lagrange , GA , (706) 885 9621",-85.02854,33.06678
 Lagrange,"1526 Lafayette Pky , Lagrange , GA , (706) 885 5300",-84.98095,33.04215
 Laguna Hills,"24155 Laguna Hills Mall   , Laguna Hills  ,CA   , (949) 768 1410",-117.70964,33.61197
 Laguna Niguel,"28199 Greenfield Dr , Laguna Niguel , CA , (949) 643 1703",-117.68526,33.55371
" Laguna Niguel,","28201 Greenfield Dr   , Laguna Niguel,  , CA  , (949) 643 1703",-117.6862,33.55518
 Lahaina,"632 Front St , Lahaina , HI , (808) 667 6162",-156.677,20.87187
 Lake Butler,"25 Ne 1st St , Lake Butler , FL , (386) 758 9633",-82.33792,30.024
 Lake Charles,"401 E Prien Lake Rd , Lake Charles , LA , (337) 478 4572",-93.21621,30.19837
 Lake Charles,"2500 14th St , Lake Charles , LA , (337) 478 7034",-93.18274,30.20755
 Lake Charles,"1211 N Martin Luther King Hwy , Lake Charles , LA , (337) 436 4120",-93.18066,30.25341
 Lake City,"1535 N Lakeshore Dr , Lake City , MN , (651) 345 2345",-92.28281,44.46033
 Lake City,"5141 Jonesboro Rd , Lake City , GA , (404) 366 4192",-84.34965,33.61528
 Lake City,"4560 W Us 90 , Lake City , FL , (386) 752 3336",-82.70686,30.18332
 Lake City,"135 S Ron Mcnair Blvd , Lake City , SC , (843) 394 5648",-79.7608,33.874
 Lake Delton,"1120 Wisconsin Dells Pky , Lake Delton , WI , (608) 254 6769",-89.79234,43.60274
 Lake Elsinore,"18611 Dexter Ave , Lake Elsinore , CA , (909) 674 5729",-117.33667,33.69339
 Lake Elsinore,"31781 Mission Trl , Lake Elsinore , CA , (909) 674 5233",-117.29895,33.65813
 Lake Forest,"23641 Rockfield Blvd , Lake Forest , CA , (949) 458 2088",-117.71751,33.63011
 Lake Forest,"950 N Western Ave , Lake Forest , IL , (847) 295 5080",-87.84148,42.25656
 Lake Geneva,"100 N Wells St , Lake Geneva , WI , (262) 248 1226",-88.43043,42.59125
 Lake Grove,"100 Smith Haven Mall , Lake Grove , NY , (631) 361 9611",-73.12924,40.86633
 Lake Grove,"2488 Nesconset Hwy , Lake Grove , NY , (631) 751 1107",-73.11615,40.87777
 Lake Havasu City,"55 Lake Havasu Ave N , Lake Havasu City , AZ , (928) 453 1777",-114.34547,34.47512
 Lake Isabella,"5600 Lake Isabella Blvd , Lake Isabella , CA  , (760) 379 5105",-118.47752,35.61772
 Lake Jackson,"116 Highway 332 W , Lake Jackson , TX , (979) 297 2499",-95.45972,29.04821
 Lake Mary,"4405 W Lake Mary Blvd , Lake Mary , FL , (407) 333 8610",-81.35378,28.7559
 Lake Mary,"1101 W Lake Mary Blvd , Lake Mary , FL , (407) 333 8610",-81.30179,28.75631
 Lake Orion,"1155 S Lapeer Rd , Lake Orion , MI , (248) 693 2390",-83.24052,42.76557
 Lake Park,"7212 Lakes Blvd , Lake Park , GA , (229) 559 7223",-83.22494,30.67926
 Lake Placid,"195 Us 27 N , Lake Placid , FL , (863) 699 2799",-81.35825,27.29948
 Lake Station,"2203 Ripley St , Lake Station , IN , (219) 962 3046",-87.23992,41.57767
 Lake Stevens,"1830 S Lake Stevens Rd , Lake Stevens , WA , (425) 397 8357",-122.0902,47.97956
 Lake Wales,"612 Sr 60 W , Lake Wales , FL , (863) 676 5487",-81.60411,27.89883
 Lake Worth,"3900 Sr 7 , Lake Worth , FL , (561) 434 1994",-80.20451,26.61975
 Lake Worth,"6495 Lake Worth Rd , Lake Worth , FL , (561) 967 6643",-80.14629,26.61926
 Lake Worth,"6405 Lantana Rd , Lake Worth , FL , (561) 357 3066",-80.14566,26.58982
 Lake Worth,"6080 S Congress Ave , Lake Worth , FL , (561) 439 6822",-80.09356,26.58599
 Lake Worth,"3796 S Congress Ave , Lake Worth , FL , (561) 964 5109",-80.08879,26.62165
 Lake Worth,"1001 S Dixie Hwy , Lake Worth , FL , (561) 588 6725",-80.05788,26.60365
 Lake Worth,"231 N Dixie Hwy , Lake Worth , FL , (561) 582 6820",-80.05742,26.61828
 Lake Zurich,"642 S Rand Rd , Lake Zurich , IL , (847) 540 7070",-88.10241,42.18781
 Lakehurst,"201 Route 70 , Lakehurst , NJ , (732) 657 8754",-74.31513,40.01486
 Lakeland,"3590 Harden Blvd , Lakeland , FL , (863) 607 6446",-81.97465,28.00169
 Lakeland,"3212 Us 98 N , Lakeland , FL , (863) 688 9916",-81.96799,28.08283
 Lakeland,"3434 S Florida Ave , Lakeland , FL , (863) 647 1149",-81.95676,28.00146
 Lakeland,"3101 Us 98 S , Lakeland , FL , (863) 665 1178",-81.91331,28.01323
 Lakeland,"2520 Us 92 E , Lakeland , FL , (863) 665 8081",-81.90953,28.04809
 Lakeside,"10130 Maine Ave , Lakeside , CA , (619) 561 2929",-116.92234,32.86178
 Lakeside,"365 E White Mountain Blvd Pinetop , Lakeside , AZ , (928) 367 2565",-109.94983,34.13497
 Lakeville,"17395 Kenwood Trl , Lakeville , MN , (952) 435 8155",-93.28699,44.69666
 Lakewood,"5901 100th St Sw , Lakewood , WA , (253) 584 2129",-122.51612,47.16682
 Lakewood,"2438 Carson St , Lakewood , CA , (562) 425 1288",-118.16309,33.83222
 Lakewood,"93 Lakewood Center Mall , Lakewood , CA , (562) 630 5890",-118.14217,33.85029
 Lakewood,"93 Lakewood Center Mall , Lakewood  , CA  , (562) 630 0589",-118.13871,33.85233
 Lakewood,"14500 W Colfax Ave Ste Food Court 11 , Lakewood , CO , (303) 215 7100",-105.20011,39.73261
 Lakewood,"6435 W Colfax Ave , Lakewood , CO , (303) 274 6222",-105.06706,39.74051
 Lakewood,"15027 Detroit Ave , Lakewood , OH , (216) 521 6656",-81.80163,41.48494
 Lakewood,"11790 Madison Ave , Lakewood , OH , (216) 228 3755",-81.77008,41.47704
 Lakewood,"1328 River Ave , Lakewood , NJ , (732) 363 9575",-74.22163,40.04938
 Lamar,"805 N Main St , Lamar , CO , (719) 336 3060",-102.61978,38.09697
 Lambertville,"7370 Secor Rd , Lambertville , MI , (734) 854 5444",-83.62546,41.74841
 Lancaster,"4107 W Avenue L , Lancaster , CA , (661) 722 3400",-118.20367,34.66036
 Lancaster,"43627 15th St W , Lancaster , CA , (661) 942 2477",-118.15563,34.67527
